"Narrative","label"
" dear sir or madam  every time i start sales firstclass  neo  i am asked to register this product  it is already registered  but when i follow this request  i get a message that it is already registered under this number  what can i do to stop this prompt  thanks in advance  ","6"
" i bought a new computer from hp with burner  i installed the program products in it and office catalog  first class and created a project  when i pressed burn a dvd  a leaf appeared no burner found  what can i do  ","2"
" i no longer have access to the product palette center  i cant upload any products anymore  but the online collection is still available  what can be the reason  greetings g  krger ","1"
" during a project i suddenly could not edit at the position where i stopped the process  the cursor always moves to the upper left corner  at the beginning of the process i could stop with the space bar cursor stayed at the position and i could do my editing  now the cursor always returns to the beginning position of the process when i stop  so editing the process is impossible  how can i make this right again  ","1"
" my program is salesdeluxe ultimate        when i connect my card reader systech mdxxe to the pc via ethernet   the pc recognizes the card reader  if i now open warehouse sales firstclass  ultimate and press create emv  the card reader responds  but after a few kilobytes the dialog box appears no connection to the hardware could be established  this happens even after several attempts  even after the connection cable has been removed and reconnected  and even though the card reader is set to emvx  this problem always occurs  so what do i have to do to establish a connection between the card reader and warehouse  after all  i cant even transfer my processes this way  sincerely ","4"
" good day  i have problems with the activation of the additional programs of warehouse sales firstclass  ultimate  these are the following addons  xtragood calculage  id  pdav xtragood corporare u id  pdmeu autosortsd ultimate functions id  jfhdv when i want to activate the additional programs  the message appears the number of possible activations has been exceeded  ","6"
" smartcard of statistics file cannot be displayed  smart header does not work  process is not displayed  history control does not work either  ","4"
" hello  i purchased the above software over the internet  when i try to install the program  the following message appears a problem occurred while converting your product data store  therefore  you will not be able to use your data store with this software  please contact the helpdesk for assistance  i have done so herewith and gladly await your assistance  my order number is  whc regards ","1"
" the following note during installation a problem occurred during the installation of your datastore  you will not be able to use it for this reason  the warehouse products program in it katelog runs correctly  when opening the program w product organizer  and w online export center  an error message  code  appears  both programs do not run  i use a new notebook from acer  wind   what could be the cause  ","4"
" dear team  subject ticket    change of configuration in compatibility mode did not help with product in itoffice catalog     even the product in the itoffice catalog windows  indicates that the smartcad device cannot execute this format  the current device recognition used is not within the allowed range for their system     maybe i should go to the neighbor    slowly my patience is running out  with windows xp sp  the    program ran without restriction  now with windows  everything is a problem  i just can not understand this  with best regards c  grant ","4"
" dear sir or madam  i have imported a sequence from dvd probably created with scanner and the order number is asynchronous from the beginning  how can i fix this problem  with the previous version i had the problem only after burning  but after rescrambling the whole thing ran  ","3"
" hello  i have the software archive your inventory lists  and processes in office catalog   operating system win bit when plugging the usb process manager  comes the following message no driver installed  then i restarted the computer and plugged the process manager into another slot and let the original dvd  start into the cdrom  or installed only the driver in the usb directory  during the installation came the note the driver is not usable with the system  installed however up to the end by and there was also no meckern in the system  however  now when starting the button analog scan xls scanner  i want to continue importing my processes to disk the program no longer works and the computer hangs completely  also the task manager cannot stop the program  is it the driver after all  which is too old  could i get a new driver or what could it be  thank you for your appreciated help  best regards eduard ulbricht ","4"
" hello  i have received the code from you  but i can not use it on my laptop  winodows  bit he code number is cwemvx code cwemvx had ordered it with my vista bit pc  but the burning function always aborts there with the message wmem reports disc project biult exception a the burning aborted with the following error encryption failed  what can i do there  mfg harald kleistermeister tel   ","5"
" in the meantime the question of the email  address is clarified  the program firstclass still shows the same behavior it says register software answer of the system the software is already registered under another email  address  when activating run program the program disappears from the screen  the program does not seem to be unlocked or activated  the screenshots in the attachment depict the sequence after doubleclicking warehouse firstclass  unfortunately  i can only show one screenshot here  but it is the usual sequence after installing the program ","6"
" good day  i am forced in the future to create my specsheets with xml codes so that they are readable and presentable on android programmed devices  since i want to continue to use an apple as my work tool and do not want to switch to windows i have decided to leave the specs manager or the specs creator that you offer in the warehouseonline cloud   i would like you to continue to host all my domains that i have registered with you  now my question when i export the new sheets i have created in the  trl from my new program  how can i upload them to you under the  ssh assignment of my domains  ","6"
" hello  unfortunately  the above points do not solve my problem  greeting original message hello  i would like to connect my card reader  powerread xd  to my netbook  acer makuyan  purchase date  and use it to transfer emv data from an emv mini em card  unfortunately i always get the message  no connection could be established with the hardware  i have connected the hardware via ethernet  the free windows budget creator does not make any problems and works without any problems  so i must conclude that the netbook recognizes my card reader very well  where is the problem with warehouse  greetings ","4"
" i keep getting error code   reinstalling and using whrescue does not help  now the maximum number of unlocks has been reached and i cant get any further  for a  year old professional and long time good warehousing customer this is a very annoying thing  please help me  sincerely ","1"
" hello  i am trying to make a direct creation with xtra l    when i go to file  creation  direct  i get the message  no creation hardware was found on your system   and the creation is not possible  i do not need any creation devices for direct creation  where is the error  ","3"
" my super bill administrator does not work on windows  where can i get an abgrade version  or do i have to buy the program again  ","4"
" crv import without order number ","3"
" sales firstclass  ultimate special edition i have almost finished editing my sales run  when i want to check it in the program  i get the following message the smart card device none cannot be opened for billing  no driver was found on your system  this error occurred a long time ago  but disappeared after several restarts  i actually wanted to present the process to my boss for the rd annual meeting on   i can probably forget that  for your help best thanks karl vollmilch ","4"
" i have a powerread hf  connection to the pc via usb  card reader is recognized by the system  i cannot load em or emvx from the card reader  device is not recognized  ","4"
" good day i have installed the program with firewall and virus program inactive  when i want to run the program  the startup screen appears  but as soon as it says that the process structure is being set up  the startup process aborts without an error message  my system win xp home sp with all updates amd phantom  mhz  gb ram geforce  se graphics carddriver in device manager ","1"
" hello  after suddenly my program works and stores the files correctly on the pc after compression in arc  i can store them as flows  this revealed  new problems   how can i save objects in a project as individual flows  for example  in a sales list are several direct sales  i currently help myself by loading the project  deleting all the objects i dont want and saving the rest as a flow  i do this for each project until i have saved all the objects as individual flows    as i notice  not only i have the problem with warehouse to activate a required decryption procedure separately  all descriptions do not correspond to the practice  with product registration came no prompt with dvd burning comes only after completion when running the message that the dvd can not be executed because the use is prohibited for my country  what is this bullshit  what kind of identification number is needed  ","2"
" after importing dat sales objects from the systech mtxxrw card reader with sd created  there are always about  process single fields empty at the end of all individual objects  while the statistics display is shown without errors until the end of the object  what can this be  ","3"
" i have registered the product  but i cannot start the program  it aborts every time  the first thing that appears is the registration prompt  it is displayed with already registered  when i press start everything aborts  why do i have to register the product at all if i have a valid serial number  the questions to be asked are my personal data  which is nobodys business  ","6"
" dear sir or madam  unfortunately i can not ask the question through your website  but i have a problem with your software product in itoffice catalog firstclass  i already own your software for a long time  now i have got a new computer with windows  and i have installed the program  product in the itoffice catalog firstclass installed and would like to burn now the article preview on a dvd and receive an error message wmem reports disc project build exception f with it i can begin nothing  can you help me  it would be a pity if i could not use your software anymore  kind regards ","5"
" error code  ","1"
" i have the download version of sales firstclass  ultimate emv    how can i burn the program and the additional programs on dvd or how can i install the additional programs  i am always asked to insert the original cd       ","6"
" hello  when installing interbase sparql server  the installation stops and the error message appears a problem occurred while converting the product data store  you will not be able to use the data store with this software  please contact the helpdesk for assistance  after ok the installation is undone for this part  but the whole installation continues  what do i need this data store for  how can i counteract this problem  thanks for the answer  mfg anton lechuck ","4"
" good day the burning is interrupted every time with the following error internal problem during execution  and this happens every time during burning  so up to encrypting it goes but further not  we had already created a ticket  but it was closed in the meantime  no idea why  see ticket  kind regards and thanks for your help  ","2"
" good day when i want to create a link to a pdf file comes the message an unproblematic native error occurred  see anhag  statement where the file is does not matter it does not do it for all files i have already logged in as administrator how do i get on here  best thanks friendly greetings toni behringer ","5"
" dear sir or madam  after i installed the newly acquired program sales xtra l  i immediately went to the profit calculation via edit  extras  and thats when my problems started  every time i want to set a profit target i get the message error parsing xsl file  after confirming with ok i can enter the target  and finally the program crashed  after a new attempt to get into the profit calculation  sales xtra l also crashed  when i restarted xtra l  i was able to continue working with the software  but profit calculation was taboo for me  please ask for support  with kind regards ","5"
" dear sir or madam  i would like to ask for your help directly today  i have been working with your software for a long time  also nicely faithfully purchased your not too little offered product updates from you  now currently with the above software  i like your way of building the software otherwise i would not buy it  however  now i am a little frustrated  in your advertisement it says that one can export a product preview as a process  copy it stored under warehouse to an sd card and then display it on an external presentation device  now i have a device gomer sv where the manufacturer promises to play the following process formats  prc  crv date    also there is a sample process in  dat format on the internal memory  however i am unable to play my product previews on there it only recognizes products  when i copy a test process on it it does recognize it as a process icon but it says the type is not supported  after some time in your forum  even with good answers  i do not advance  i am always told to look for decryption procedures they are in the manual but not on my presentation device  i really ask for your help if possible with detailed instructions on how to do it  now you make advertisement with your presentation devices in connection with a program  does it really go with this device  now to my way of working i would like to show only on the presentation device some products as a process with inserted text and product data  my large product previews i would like to be able to play then already on the beamer  so on dvd  i work with the program product manager  full version or also with the version digital product manager  was with on the program product in the it  office catalog firstclass and there are also the  prc processes displayed  which again on the er does not go  i would be happy if you answer me and also help me to finally end this problem  which has already cost me hours of nights can  or do i have to buy a new presentation device again  ","5"
" dear warehouse staff  why after a data processing does it continuously appear codec for import is not available  ","5"
" since a short time i can no longer use the profit calculation  when entering the time period appears the message error parsing xsl file  earlier it worked great  but yesterday i installed their upgrade  is this perhaps because  please help  in the helpdesk many users have presented the same error or  thanks in advance  ","5"
" good evening  i have connected my em data scanner bps klim to the pc via ethernet   drivers are properly installed  if i select em card reader as creation option  the device driver bps klimeg is displayed correctly and i can control the data scanner via the program  however  the data preview shows only a few data records  the result is incomplete  if i select em as data erstallen in advance  only cwvcompliant emhardware  arc is displayed as device driver  i cannot start a build  info about the pc acpi xbased pc operating system win graphics card ati radeon cp nwrlcompliant tec  host controller pentiumr quadcore cpu e ghz ","4"
" order number whr have warehouse sales firstclass wh ultimate download version including the security dvd  am resetting up the program  to avoid a long download  especially the additional components  i used the dvd version  when starting the program  the dvd version did not accept the download serial number during activation  input was done according to online instructions without dashes please solve the problem sincerely aaron turner ","6"
" i am trying in vain to load several data on a data sheet that should be displayed in their original formatting  when exporting the datasheet i always get an access violation and the hint that the memory is running out  why do i have  gb ram in my computer  when i tried the advice to compress the data  all data was falsified in such a way that i had to create the whole data sheet again  can you give me some guidance on how to present data in full without running out of memory and quitting the program  had the error message for this ","5"
" commercials cannot be saved  the following message appears codec to import this file is not available  ","5"
" i own productsimitofficecatalogfirstclasseversion      en  exe and i am satisfied with the program  unfortunately i am now switching to windows  bit  what options are there to either use my current version or what is the most cost effective option if i want to use a program of comparable scope and ease of use  functionality  ","4"
" dear sir or madam  i would like to use the already installed and registered program on the main computer sales firstclass neo also on the laptop  but i cant get any activation for this e  g  input dat  files nichgt possible without verherige registration     how do i have to proceed  and what to do  if the program on the main computer must be reinstalled once    the serial number is already assigned  used    thanks for the support l  tiffy ","6"
" i can not burn a finished product preview to dvd  the program does not recognize the burner  what to do  all other programs work einwanfrei  with kind regards ","2"
" when i try to export the spec sheet or click on the preview  i get the message native error no error number  running with admin rights does nothing  the program has been updated to the latest version  i ask for immediate help with this problem  as your program is so not only worthless no unlocking of the detail sheet possible  but several days of work are lost  yours sincerely martin zweig ","5"
" hello warehousehelpdeskteam  i have  dta objects as process output goods origin goods  which are displayed in the origin system in sales xtral completely synchronously and without problems  i can also view the complete process in the overview without errors or hangs  however  as soon as i make an edit and drag the process into the overview  there is asynchrony  even after exporting to all process formats  i have already searched in several forums  but have not found a workable solution  confusing e  g  with the free windows economy budget creator the editing works without problems  but i do not want to push another compression stage in between  because the graphic display is getting worse and i want to show the finished run in the context of a company demonstration with the beamer  ","3"
" dear warehouse staff  the sales  ultimate program does not create under windows  home ultimate  the message no connection to the hardware could be established always appears  i own the trendset processbox with ethernet connection  a model that is about  years old  until now  it has always worked with all your versions of sales firstclass programs  with windows vista the creation also works with sales  ultimate but not with windows   apparently the ethernet interface is not recognized  ","4"
" my maximum number of activation has been reached ","6"
" hello helpdesk i can no longer position the display arrow correctly in an element ","1"
" hello  i get an error log at the end of the encryption when creating a dvd  error preparedvdprocessfiles failed with errno   ciphering failed     mbk exception in burnproject   process ciphering failed    what can i do to make the great program warehouse work  i cannot understand the marketing promises of warehouse  best regards from ","5"
" dear sir or madam  i have the following problem when copying data films  the order number line is missing or no order number can be seen  i think that it has to do with the entschlsselunxverfahren  but i do not get  with the online inquiry emerges each time the inquiry after the identification no  where can i find that then  thank you in advance for an answer as soon as possible  yours sincerely wolf mendes ","3"
" in version   if you drag data and processes that were imported with the same card reader into the scheduling view using the mouse  the process files either do not appear at all or appear without the order number fields that were imported with the data  we only succeeded in loading the data as well as the processes with order number into a new project after several attempts  ","3"
" why doesnt the blue marker in sales first class stop where i stop when viewing an element  it always jumps right back to the beginning  but it would be great if it stopped where i press end  so that i can also edit the element exactly at this point important when it comes to the order number  where exactly should be edited  ","1"
" hello  i recently purchased the new warehouse ultimate wh and also registered with you  now i have a problem with it at the moment  i have started a ablau  which also contains the order numbers well at the beginning  for this i have created several records with meta connections and an xls file  now i have added a bpn file where you can also see the statistics chart  so there must be an order number  but unfortunately i cant see it when displaying  what is the reason for this  the order numbers of the xls file are there all the time and as soon as the actual process is opened all order numbers are gone  i have just started a new attempt  if i just release the original file and let it calculate  i see the order number as soon as i interrupt the calculation and set the cursor at any position to calculate from there  no order number comes along  yours sincerely ludwibg trenkemann ","3"
" hello to the team  i am still an enthusiastic user of sfc  neo  so i usually dont need a new version  curious  i have now installed the latest version  unfortunately  i cant import cashcreations in datmethod  as it was possible without any problems so far  the order number line remains empty zdrecordings work  it imports digit order numbers only as ascii which is of course catastrophic for cwvemx files with digit order numbers like from solarmobile data scanners     what am i doing wrong  with sfc  everything was possible without problems   of course no cwvemx file import many thanks for an answer and again congratulations for the really fantastiscvhen sfc     best regards emil bagg ","3"
" michael zwickel odenwaldallee  d fuhrbach tel       email m request program sequences on dvd  for windows  dear sir or madam  in  i bought from you the program sequences in office catalog   now i have completely reinstalled my two notebooks with a new operating system  windows  ultimate  so now the program can no longer be reinstalled  therefore i ask you to send me a new version  which is suitable for windows  and is functional  if necessary  i can give you the activation code  please give me an information if this request is possible  with this purchase there may have been another program included  the i believe  i would like to have this also compatible for windows   with kind regards ","4"
" hello  when starting sales firstclass the following error message appears  program can not be executed  reinstallation tried several times  still error code  what can i do ","1"
" i have reinstalled my already registered software sales firstclass  ultimate after a new installation on my pc and since then i cannot use any function  the registration of the software is requested  but this is not possible  error code  is displayed  what can i do  i would like to continue using my software  the email address is ","6"
" good morning  i politely ask for clarification on what the terms of the emc process upload are  unfortunately i cant find any info about this on warehouse pages  anyway  it doesnt work upload of an emc process  mb  data   segments  display in the online collection  segments upload of an emc process   mb  data   segments  display in the online collection  segments unfortunately  warehouses answer to the same question from user lafer leaves everything open  what does it mean  your process file is too large  this unfortunately takes too long to load on the intranet  unfortunately  you cannot display emc processes in the online collection  this uses a premade formatting  which cannot be changed  thank you for your understanding  source what do i need to do to have my processes represented as emv as offered in the ultimate package and shown on the warehouse sample pages  thank you very much for any information  luigi ","1"
" since days there are problems with the specificationsheet preview and i cant unlock the newspecificationsheet either  i cant access my currently unlocked specificationsheet since today either  what happened     thank you very much and best regards amrei tritterer ","5"
" when starting xls firstclass  i get the message error in warehouse data storage  it is possible that some functions are not available  clicking on fix error i restarted pc  downloaded latest update  without success  window appears again  when clicking on ignore the program continues to run  after clicking on import cd i get the message program not responding where is the error  as a backup i use f rescue internetsecurity with the latest update  ","1"
" dear sir or madam  once again i have a problem burning a dvd  i have burned several runs before  worked fine  i probably deleted something while editing the category split  but dont remember what  if i go on the burn symbol  the following announcements come  occupied place on medium   after it the step  begins immediately with the verschlsseln  announcement verschlssele  verschlssele process categories  if i call another ablaf  which i did not burn yet  it goes here of step  completely normally  is this scritt finished  an error announcement  wmem reports disc project build exception f following the  if i would like indicated error message  i hope you can help me  thanks a lot ","5"
" the extension code for the demo phase is not accepted ","6"
" hello  i have the following problem when creating a process from analog jo arc scanner  in the creation window i have as in the calculation always order number but no continuous process data  but a piece of record in the back project area  the rest of the process project is empty  with each restart of the creation the respective current data appear as described above  also after completion of the creation one sees only a part as data record  i have a trendset hardware   usb as connection  the trendset  usbusbdsetis set as hardware driver  can the problem be related to the dset   maybe it is called dataset    no other driver can be set  please help  thanks a lot  ","4"
" hello  i was working yesterday in my almost finished product preview  when i went to do some more work today  i noticed that now whenever i set the start pointer to a location and want to view the preview from there  the display starts all the way from the beginning  i also cant set an end pointer with the right mouse button anymore  if i now want to view a position further back in the preview  i would have to wait until i reach this position  but the preview is over a hundred records long  what could i have changed  i have looked through the options  but could not find anything yet  when i load another product preview  it works fine  best regards leif stadler ","1"
" my program is salesfirstclass ultimate        card reader systech mtx xt  this card reader stores on sd card when loading emvx process data  the program aborts after about  kb and reports system memory insufficient  processor performance too low or insufficient memory  my computer acer intel phantom ii x    ghz memory  gb    usable graphics processor nvidia geforce emv  system windows  home ultimate  bit ","5"
" hello  when i went to register my product purchased online i was shown this notice the maximum number of unlocks has been exceeded  at that time i had  other trial versions of warehouse on my laptop  which i have since removed  unfortunately  it still does not work      mfg b  weihnacht ","6"
" good day  i have the product software serial number s more than a year not used  now i have forgotten everything  email log in  etc  now i wanted to reregiestrieren  with probably other mail address  when i wanted to dial in with new login  i was told that the product is already regiestriert  i can no longer get on  please but please reset all data so that i can work with the program      mfg walter jettenstadt ","6"
" prc files are available order number is missing from the files after the import ","3"
" when importing a data process seg emv from my tiffey blast  workstation  the data is displayed and calculated  but only one empty field comes up as the order number  the data decoding method according to ctime is dtb data ssv kv the data info is kb  segkb  single   the crd and workit show the order number without any problems  also with the trendset ultimate  demo version everything works  will the order number problem disappear in the purchase version  thank you in advance for the answer  ","3"
" when i load an existing project on my new sales firstclass  neo emv  then the screen freezes until the project is fully loaded  is this normal  the trial cannot be started  ","1"
" i looked up my serial number for the program warehouse statistic creator  ultimate online z and entered it after installing the program  but the serial number has one digit too many either the z or the last  do not fit in so i have the sn  and z ausprobier  but both do not work  can it be that the maximum use of the sn is used up  i ask for quick help  greetings kurt ebert ","6"
" dear sir or madam  i bought sales xtra l and wanted to install the autosortsd ultimate functions program that comes with it  but every time i entered the serial number  the message appeared the serial number is invalid  what to do  my serial number for autosorsd ultimate functions is   kind regards  eduart schaffeln ","6"
" since last week i have installed sales firstclass wh premium special edition  my problem now is that imported processes are displayed in the program only halting  if i export the flow to a file  this file is displayed in the other programs  e  g  paymentreader  the stalling can also be seen here  the original file is displayed cleanly  ","1"
" dear sir or madam  on      i bought your software warehouse sales firstclass wh  serial number s  unfortunately  i now find that my notebook can not smoothly calculate my processed processes  especially in the places where i have made edits and inserted product data  there are considerable delays in the calculation  i use a notebook of the brand yangyuselfishclaodioe with the following performance specifications   processor intel r core tm  duo cpu t     ghz   ghz gbyte   ram    gb   graphics card nvidia road geforce emv  according to your recommendations  the following performance characteristics are necessary to process  to  cwvemx lines without problems   processor intel core   quad processor     ghz better intel core  quad cpu z d   ghz   ram  gb better mb ddr ram brand memory   graphic card ati radeon emv  series and higher with  mb vram better nvidia geforce gt with mb i have now inquired with a specialist who told me that there is no possibility to upgrade my yangyu selfish notebook accordingly  furthermore  he generally sees problems  for example  to get an intel rcore  quad cpu v i   ghz offered in a notebook  my field of application is process sales  dh i want to professionally record company product presentations  sales  etc  mainly within a corporate and office environment and then put them into the archive  my processes are created on a powerread crx d with  segments  what are your experiences  are there any laptops windows that would be suitable for my application or would i prefer a pc  or switch to mac for process editing  i am very much looking forward to your answer and remain with kind regards  karsten krmer ","1"
" dear sir or madam  at the moment i still use my software under windows and that without any problems and i am highly satisfied  my question now  is there also a version for mac os    greetings karlpeter mausgrau ","4"
" i get the following error code when burning f encrypt failed what can i do  i have burned the sequence several times and today i added several items  since then the burning does not work anymore  i would be grateful for a short info  with kind regards ","5"
" dear sir or madam  i have been a user of sales firstclass  ultimate for some time  when using the programs every time there are errors in the additional functions of auto sort sd  the error logs i usually also sent  this is of course very annoying when working with the program and not very productive      one function getright is so buggy that not even an output x is installed  once the function is called  it does not go away  one can then only shut down the computer and restart it    the project is then of course gone to the last save point  very annoying     what can you offer me  so that the program works in the future and i have more pleasure than frust when using it     finally  the software came me proud   and your advertising for this software and its performance is quite rosy designed     as source material i use own articles and processes wdt  dat statistics files also own from usb to windos paymentreaderor article preview statistics from the warehouse program  my computer has windos  with kind regards and hoping for an answer soon ","1"
" sales xtral    expiration made from completed statistics  megabytes now sections    megabytes in size are in the folder  sections when creating memory request does not work  vista  bit prc files with h   ","5"
" i have an activated sales firstclass  ultimate  when i use the install additional programs function  i am prompted to activate the program  when i do this  it tells me that the software is already activated  how do i proceed further  ","6"
" i have created a flow with the previous version  i load it via   dds  it is displayed correctly in the overview  when i try to display it in the preview window  the following message appears the smartcard device none cannot execute this format  the currently used device identifier is not within the allowed range for your system what do i have to do  ","4"
" with one of my card readers solarmobile zu  it is possible to create processes in the format cwvemx light  this format can not be loaded directly into your program products in it  office catalog  or   for this purpose  you offer a paid addon with which this should be possible  my experience with this addon the general data can be loaded  but not the order numbers created with  see above  for this i bought a program offered on the market sales importer premium from optiprise  which is offered by the tegril publishing house  and converted the import files into the workit emv format supported by your program data and lo and behold  both the process and the statistics data were displayed and that even with the version  firstclass  which i still have stored on my old pc    ","3"
" dear sir or madam  in the program products in office catalog wh deluxe there is a problem that first the start screen appears and then you are asked for the serial number  the serial number is entered correctly and the product is registered  behind both information sn and mail is a green check mark  if you then go to start  nothing happens  the program does not start  after reading the faq  i also installed the update that you recommend for customers who only see the start screen for a short time  however  this did not lead to success  ","6"
" when activating a direct creation i get the message no creation hardware was found on your system  unfortunately i cant find any hints about a basic error or similar  many thanks in advance  ","3"
" burning dvds is not possible under win  what is the reason for this  ","2"
" dear sir or madam  i have purchased the program product ultimate expensive and with it also the product organizer   i have informed myself extra before the purchase that xdat files are supported by the program and also on your website is mentioned my card reader for xdat files  unfortunately  i keep getting an error message   no global memory in whalloclocalpnt for address  like several others also http  http when loading the data in xdat format  please assist me and explain what i can do to avoid this  please avoid sending me the number of the helpdesk  i can look it up on my own  i want an answer by mail  this should not be a problem for a company like warehouse  i have already invested a lot of money for the program and i am not willing to spend    euro per min for a phone call on hold  kind regards walter rebert ","6"
" grezi have preview created encoded and can not burn it aborts when burning wanted to update driver from the burner says it is current  always leads to abort after several attempts thanks for support see log file mfg ","2"
" i need to quickly create a billing process and my program  does not work  why not  it always shows the smartcard divice    cannot execute this format  the currently used device identifier is not within the allowed range for your system  i would be very grateful for a quick reply  with kind regards ","4"
" hello  there is no order number in the direct creation  i use windows xp  how can i fix this error  i tried to transfer creations from the product library of stf and ufg thank you thorsten schriller ","3"
" i bought the program product organizer  firstclass  during the installation i got an error message there is a problem with the conversion of your product data store  you will not be able to use your product store with this product  please contact the helpdesk for support i confirmed this with ok and finished installing the prg  when i start the prg  i get the error message error in warehouse data store  error code uncompleted on request query input whinstance failed  cannot access dsdirectory  lasterror  ","1"
" dear sir or madam  despite all my efforts the dvd driver installation fails  even after downloading the driver dvdprocessmanager  de on  helpdesk  warehouse  net the error message appears  unable to finish installation  hoping for an answer  yours faithfully ","4"
" i cannot register my sales firstclass  ultimate emv program  on the warehouse website it is listed as already registered  the product organizer integrated in the program is registered by me  when burning cd dvd i get the error message  ","6"
" this is a copy of your request to the warehouse helpdesk  hello how can you close a dvd so that the product preview runs on any dvd drive  runs here on the computer but is not recognized by any external dvd drive you can also view your requests and the corresponding answers at the following link  your warehouse team can not open or find anything    ","2"
" dear sir or madam  after purchasing your product it turns out that the import of analog process via usbsalesgetter from goldtop driver sgjn nfs         is not possible and the process causes a bluescreen  ","4"
" hello  my free web memory mb is full  so far so good  now i deleted several image files  but the system doesnt notice it still reports the memory as full  what to do so that i can switch and show other images instead of the deleted ones  thanks in advance  theo sternenbauer ","5"
" im trying to preview my project under file  datasheet preview  but unfortunately i cant  i always get an error codec for importing this file is not available  what does this mean  how can i fix the error  ","5"
" i always get the error code message  thereupon i have behaved according to your explanations  uninstalled program and installed via the helpdesk your download  then the program and restarted  the error message appears again  what can i do now  ","1"
" hello  data scanner solarmobile emvcusb emv  is it possible to activate test version    for xtra l   hardware processor too slow for xtra l  with scripts it sometimes falters  after calculating ok  thanks ","1"
" good day  i have purchased the download version warehouse specssheet creator wh  the program quits after  seconds or cannot be started  the installation was successful mac os x       i cannot reach the technical helpdesk because the software is not registered  but i can not register it at all  ","4"
" dear sir or madam  i have upgraded my computer to win  and can no longer install the sales firstclass  program  do you have a solution  thank you very much and best regards ","4"
" when importing a process created in emvx from the systech mtxqs  card reader em card  the program aborts the creation after about  to  kilobytes  the card reader starts automatically and stops after the error message not enough resources  either disk too slow or insufficient main memory error always occurs  normal em goes ","4"
" hello  i purchased the above software over the internet  when i try to install the program  the following message appears a problem occurred while converting your product data store  therefore  you will not be able to use your data store with this software  please contact the helpdesk for assistance  i have done so herewith and gladly await your assistance  my order number is  whc regards ","4"
" bought a power mac g  would like to run my above software on mac  is it possible  if not is there an upgrade for mac that i can install  it cant be that the software only runs on bs win xp  thanks mfg cats ","4"
" hello helpdesk team  i cant get my sales firstclass  ultimate to work under windows  the reason is that after the actual installation the input window for the serial number does not appear  also an uninstallation followed by a reinstallation without active virus protection and active firewall did not bring any success  what can i do  i use sales firstclass  ultimate alternatively in xpmode under windows  but this is not very performant  i would be very pleased about a quick help  with kind regards  ","6"
" hi  i often make an article previu  in which i also set sales processes  the following error occurs mostly  to almost always  when i look at the overview then often the order number line does not match the partial process  which is especially annoying when you are looking for a product and it is not in sync  furthermore  it happens that the processes are calculated totally halting or even get stuck in the preview  if i move the overview a little faster manually to the right  because i want to look at an order further back  it would be great if you could tell me what the reason for this is  greeting martin bahre ","1"
" have new pc intel processor instead of amd  but the old problem and that must be clearly in the program  after importing some were about  pieces very small   prc files  to  mb into the edit bar came the message troubleshooting a serious problem has occurred in the program  error in file centerencoding tools  dll loading address x at address xcbd exception x access forbidden  save     current project apparently other warehouse users have this problem too  see community  where is the solution  urgent  ","5"
" with the new software  neo the handling of the processes has become much more complicated because data and order numbers are often incomplete and the commands are executed extremely slowly  operating system win xp home ","1"
" good morning  i have activated the online specificationsheet create free  when i want to start the program  i get the message the plugin is missing  i work with a mac  could i upgrade my package at any time  thank you very much for a feedback  with kind regards melanie glimmerammergau ","4"
" hello  the activation code for product organizer  democ sent to me by mail is rejected with the message the activation code is not correct  i received this software as part of products in it and office catalog   theproducts in it catalog software is running fine  is the product organizer not unlockable permanently  i ask for your support  yours sincerely gelbert gockel ","6"
" copy from a powerread data scanner i when opening the em list appears a small part of the data in the window of the program and then nothing happens  a screenshot seht you at your disposal if sir tell me how it goes  ","4"
